id,price
0,3008.6756591796875
1,5544.963836669922
2,9551.390991210938
3,3812.6083068847656
4,1295.0184326171875
5,6289.9088134765625
6,4627.293212890625
7,4155.122406005859
8,5441.0291748046875
9,15164.738644838333
10,4384.15771484375
11,1047.562121629715
12,2355.16796875
13,1577.4630126953125
14,2692.358612060547
15,1171.29541015625
16,1410.7083740234375
17,3826.6221923828125
18,4128.25537109375
19,912.3404541015625
20,2155.144073486328
21,5268.256530761719
22,4428.43798828125
23,450.9652404785156
24,15179.498291015625
25,1301.938232421875
26,585.4552612304688
27,1160.4129326343536
28,1399.2496337890625
29,1003.1099853515625
30,11423.358154296875
31,657.0252685546875
32,4131.79541015625
33,735.915283203125
34,817.7612915039062
35,2462.517364501953
36,6242.546875
37,2764.25
38,2757.1573486328125
39,712.076416015625
40,417.5515615940094
41,9184.245978593826
42,962.0997152328491
43,1870.5704345703125
44,10631.395711183548
45,2259.033203125
46,869.7840576171875
47,856.6211547851562
48,1200.76953125
49,3005.7627563476562
50,527.9527587890625
51,4403.6817626953125
52,2915.8890380859375
53,7591.451416015625
54,5708.4620361328125
55,2156.7529296875
56,9515.230926513672
57,2238.607177734375
58,4337.18994140625
59,2562.25
60,1286.4959716796875
61,462.0172030925751
62,6904.305751085281
63,880.9603419278164
64,8650.895629882812
65,18184.771240234375
66,963.3349030017853
67,11285.265747070312
68,4984.823883056641
69,9264.071472167969
70,490.2734375
71,686.6990966796875
72,787.7069702148438
73,1196.5552978515625
74,4875.4332275390625
75,1703.1577179431915
76,8395.093048095703
77,14009.496948242188
78,2657.601902246475
79,5987.492523193359
80,10480.33984375
81,2130.194734811783
82,14597.764892578125
83,6320.2337646484375
84,973.2709350585938
85,7850.75
86,1039.375
87,13096.552856445312
88,9345.116577148438
89,15244.486328125
90,5395.6375732421875
91,1374.7760009765625
92,985.8495483398438
93,891.2052612304688
94,20228.67043143876
95,864.7587711811066
96,13750.403686523438
97,13872.5673828125
98,13538.148162841797
99,711.4518737792969
100,3123.9232177734375
101,717.9383652210236
102,510.7113952636719
103,459.2728271484375
104,1253.5041809082031
105,1511.7900390625
106,1301.5347900390625
107,522.9649658203125
108,1243.3558959960938
109,731.4395520687103
110,483.759765625
111,1149.599365234375
112,2211.1875
113,1458.7818019390106
114,1227.255859375
115,4886.235046386719
116,4989.826324462891
117,15441.48974609375
118,161.820068359375
119,16408.087646484375
120,1349.1798095703125
121,1237.3703525066376
122,1101.8533935546875
123,464.1080000400543
124,587.7735595703125
125,1634.0555419921875
126,1010.3768310546875
127,13997.316284179688
128,4781.217395067215
129,4901.233795166016
130,6621.90140080452
131,3316.203125
132,6450.7528076171875
133,1129.830322265625
134,-989439023848.6875
135,1128.9967768192291
136,576.3872680664062
137,6858.823218584061
138,473.9212646484375
139,4237.406646728516
140,883.3825073242188
141,948.7813720703125
142,3562.5951302051544
143,4244.546458482742
144,758.4793701171875
145,6211.05859375
146,17180.60659790039
147,5015.968353271484
148,2576.044158935547
149,1969.41845703125
150,3036.2393798828125
151,1458.1936056613922
152,12086.665130615234
153,2757.6575622558594
154,418.44580078125
155,13895.27587890625
156,3354.03125
157,2977.788424730301
