id,price
0,2810.880592958541
1,5905.526155204331
2,10631.080381970425
3,3990.6175733046884
4,1668.3102777260237
5,6340.001541082362
6,4982.745079908632
7,4045.5766907403045
8,5317.727924449292
9,14424.907776788848
10,4660.657134371901
11,769.8900066724177
12,2719.947541554515
13,1598.7823542899018
14,2437.32228514881
15,1056.319156145269
16,1543.8651888962643
17,4065.272793155155
18,4189.670557523069
19,867.7393521839149
20,2453.484522186324
21,5092.330038672667
22,4351.4731007303235
23,682.211085267706
24,14618.275042660563
25,1398.3266997358287
26,639.0395175070089
27,1003.9133209061147
28,1687.9718696233388
29,823.9399345238875
30,10497.338719288071
31,532.3188348137375
32,3973.9395805432737
33,647.9027593705509
34,650.4117564887155
35,2316.6778338517906
36,7375.903048815874
37,2898.546749279394
38,2704.6810041799426
39,729.886730356863
40,521.4415010449621
41,8728.308765102496
42,881.7862093288697
43,2044.1085168871962
44,10005.220316598346
45,2489.437354979349
46,902.7493110616612
47,797.8747220308647
48,1284.8293548723332
49,3016.450797789485
50,608.0694270329345
51,4767.532828436082
52,2891.3916119072483
53,6347.166752410181
54,5410.647172121256
55,2110.713025061532
56,8455.977753060877
57,2429.6680113749353
58,4310.118710625627
59,2758.43096365697
60,1193.8985114741363
61,534.6324820241582
62,6544.4526655360105
63,979.2824992955399
64,9691.3786280208
65,16320.197943488238
66,841.9397182873041
67,13080.338627158848
68,6083.832427194675
69,9332.429639116343
70,550.0163306623339
71,700.6970631058972
72,832.6543894723324
73,1666.0930512065456
74,5032.489718130364
75,1962.313753345491
76,7904.836260155508
77,14195.523600025077
78,2655.912910686022
79,6883.3853646639045
80,10951.558735003591
81,1966.9780802213686
82,14107.193745360111
83,6522.4883748702805
84,807.4881637281956
85,8857.404508517899
86,945.9882976922983
87,12080.020398895163
88,8578.935516647936
89,12956.724012967772
90,4740.145796117737
91,1253.02390332296
92,985.4651368912594
93,782.7006837537607
94,8965.04681549823
95,570.6638301026347
96,14340.423980179738
97,16089.834584212354
98,11785.550417811733
99,652.5022547453246
100,2762.4989666215074
101,706.424503916983
102,617.9604178562745
103,506.6535685392928
104,1248.9124896336496
105,1655.8617765643214
106,1262.081268199217
107,701.6522604381585
108,1179.6567366230747
109,712.4425645984595
110,738.3271220099545
111,1049.6054247242528
112,2051.4402591779544
113,1658.029517599145
114,1544.7274336920107
115,5176.576156960304
116,5049.225577639423
117,14900.466055181898
118,540.5434615599543
119,15243.23977749392
120,1489.6609832952092
121,1654.7931633327382
122,1105.2580668932446
123,491.3479651331854
124,647.5606921291941
125,1535.5137893931494
126,1200.442174282147
127,10707.075733747835
128,5218.65714301607
129,4980.307860775069
130,5313.35272700469
131,3799.0074197656118
132,7217.372819986146
133,1053.8866994484015
134,4997.64700750852
135,984.94711198268
136,670.8161878566665
137,8031.565054065671
138,610.1656357175909
139,4444.811739684862
140,1031.809543593365
141,1036.7557079997127
142,3159.9430077559978
143,4534.28376413898
144,711.9184038235521
145,6681.688113264194
146,16158.121796269425
147,5021.00852616632
148,2372.6445742667242
149,2146.9148833326794
150,3093.0457543818234
151,1694.7423301810531
152,12321.742220944938
153,2638.24421952159
154,694.8672227970982
155,14297.080715824013
156,3866.214653875464
157,2970.5314038037077
158,4058.145313543056
159,890.458649943969
160,8198.615206952598
161,8595.761498225007
162,662.7763805075319
163,585.8061578011442
164,5257.0102309465665
165,10797.99236122137
166,3353.163358914225
167,4636.067532869782
168,3206.3749151133375
169,12501.094525519691
170,734.8400326412182
171,1662.2123440453379
172,4773.672517708415
173,2037.1468169767838
174,6502.853726846796
175,1749.0211052814568
176,4345.437687571544
177,3128.3456342351624
178,2726.3195118579256
179,3783.4113112341042
180,3446.833152877831
181,1849.3777296216897
182,913.44937946194
183,1667.701944868624
184,769.2074868196164
185,4014.5662468571786
186,935.6570512523031
187,866.9075180797568
188,521.9481347869513
189,1834.0839187186002
190,2313.1951254179794
191,705.2197247886022
192,799.8802427616221
193,6557.570448200689
194,3929.1372825946055
195,2530.001406617534
196,693.0809360593378
197,13855.118957990848
198,605.9964604508735
199,8316.882763062125
200,12116.28542993348
201,6425.336422901201
202,667.2761416206951
203,769.8113915765913
204,6510.376773549361
205,3870.9306770914486
206,685.5370330595
207,2947.2613211242383
208,914.6455574977934
209,9172.201449141081
210,2617.7786404249373
211,8565.503555665822
212,10944.423726698209
213,488.19683674064123
214,1427.2927437132032
215,894.5210431360881
216,2558.688666614533
217,2556.2000560577917
